Angle,N,Mean_RT_s,SD_RT_s,Median_RT_s,Min_RT_s,Max_RT_s
0.0,66,2.987465772539453,3.0215206967960864,1.8820669959823135,0.7530518770217896,17.516444179986138
20.0,71,2.874017828252965,2.5160248593575987,2.1849362490029307,0.9564419698435812,19.800545738980873
40.0,69,3.590839524005972,3.94799760020389,2.512731116032228,0.9644782989926172,28.49094373101252
60.0,68,3.679415576685963,2.111855071448276,3.0034889889793703,1.4719065430108458,13.52315553301014
80.0,65,3.3043413559460673,1.6893953312819716,2.8653382828924805,1.388938810909167,9.006359733000863
100.0,66,3.9325478559033153,3.4116540628717966,3.20333915844094,1.1864436049945652,26.288699902012013
120.0,66,3.7155065346197453,2.2558060235593977,2.945957871459541,1.29198692200589,12.374156439909711
140.0,64,5.072967969492311,2.929790769712996,4.328405758511508,1.2874917788431048,16.28652422199957
160.0,46,4.850174352344133,3.8290529816269943,3.7391552244953346,1.6696083789865952,26.23927516094409
