Angle,N,Mean_RT_s,SD_RT_s,Median_RT_s,Min_RT_s,Max_RT_s
0.0,41,2.154005519706578,1.3543781564038964,1.5296558299960452,0.9354738050000152,6.01626775200566
20.0,45,2.029237006755405,1.1329481473321632,1.415476949994627,0.897516214999996,4.562952234999102
40.0,45,2.343321165022361,1.2155751521303184,1.9426148620000276,0.9296749689999616,5.856992593995528
60.0,36,2.309050812610994,1.0845550458112438,1.957867871002236,1.0314341620032792,4.897026115999324
80.0,38,2.289064677789445,1.065099461829368,1.8315221580014622,1.0316212039999757,5.06797113900393
100.0,30,2.8062669710333314,1.7072143394479649,2.16976997600068,1.1732227629981935,9.203263916999276
120.0,38,2.8753612123425576,1.4240659898137842,2.5213696355021966,1.0054813609999655,6.343005710999989
140.0,36,2.9485714279998962,1.5697503420683472,2.476970611500292,1.106134193999992,8.476471198999207
160.0,38,3.601740846026342,2.727764150043501,3.0526977894977847,0.9065326010000944,17.542866258001595
