Angle,CM090226,LT180226,MM02022026,MP060226,TR190226,TS180226
0.0,1.2604376676240463,0.8238891041264651,0.9532392003846046,1.2031577072502841,1.3772305957992406,1.6874204426654615
20.0,1.0972569368123004,1.230886027874476,0.9135222531537972,1.4272591809993693,1.258276693627522,1.9888427604992103
40.0,1.5002488860645826,1.451537774562894,0.9254563522143339,1.6586751930622086,1.3838564709349157,3.2768541843969916
60.0,1.5015036381250866,1.4454034594382392,1.060914609000065,1.3146863994539175,1.2873795355350013,2.5766097127114853
80.0,1.2499913555625426,1.8454609619984694,1.1858878149999492,1.6643672005713077,1.3112152201283607,2.3385203643598027
100.0,1.5375750358739424,1.774749324466878,1.2522858087999338,1.7699616704608512,1.4068007160687037,2.952781990003132
120.0,1.7519990945996444,1.9693775153127717,1.3728299881429717,1.8457494674667638,1.387226023133068,2.6593386006358988
140.0,1.958899024532487,2.8320337589335396,1.1026929035000648,2.0830174910006463,1.5438533549377098,3.5916201099992446
160.0,3.228607793644187,3.405927095396328,1.0002666614284732,1.8802202259226202,1.7110108811257305,4.529958240201813
